Notes,Lab Status,label
"I seen 2 bees on August 30, I killed 1. I seen and killed 3 today 8/2 I added a picture which is no the best. I use too have all sorts of bee, honeybees, bumblebees, ect. but they have all disappeared",Negative ID,0
Sitting on a leaf at the Billy Frank Jr. Nisqually National Wildlife Refuge,Negative ID,0
"The hornet is at least an inch long and more orange and black in color, with long orange legs that hang down when flying. It was in our oregano bush and would hover as it moves. It ignored me but seemed to know I was there.",Negative ID,0
Bigger than local yellowjackets and they ate the trapped yellowjackets.,Negative ID,0
Found in our backyard in Seabeck. Approximate 2” long,Negative ID,0
Captured possible Live murder hornet,Negative ID,0
"attached is video from security camera at our recreation property.  Can't tell for sure, but thought I should report it.",Negative ID,0
We drove to Bellevue on 5/5/20 and returned to Spokane on 5/6/20 by way of I-90. Our truck has been garaged since then. When moving it tonight we noticed the attached hornet in the grill. It's head appeared to be yellow but not much was left after the im,Negative ID,0
It was dead in my rabbits outside hutch and pen,Negative ID,0
"Underwood, Wa drinking out of the waterfall at our house",Negative ID,0
Found floating in our swimming pool,Negative ID,0
Looked like it was over half the size of my index fingerb,Negative ID,0
About a month prior we found a larger one at my dads a few miles away. He has his still and we have ours lol,Negative ID,0
Insect was about 1.5 in long. Hopefully just an elm sawfly. Did not get close enough to look for a stinger.,Negative ID,0
Melody and Lova,Negative ID,0
"Not sure if this is a giant Asian Hornet, has long “stinger”?",Negative ID,0
"slow moving, i have this in the freezer still i think. I saw 3 of them 98588",Negative ID,0
Swatted bee out of air and have it in a jar,Negative ID,0
My husband found dead you can contact him at 509-531-5827 (Donnie) if this is considered to maybe be the species your looking for,Negative ID,0
"Found this large wasp/hornet like insect (alive) on our deck in Anacortes, Wa after strong wind/rain on morning of 09/24/2020. It was slightly larger before rigor mortis set in and it curled up a bit.",Negative ID,0
Found dead near wild bee hive,Negative ID,0
Husband saw swarming him. Swatted. Found possible nest in 4x4. Captured. Called and left message with WA DOA... Should we spray or try to capture hive/nest?,Negative ID,0
Out on a walk and found this huge hornet(?). After taking photos I killed it in case it is an Asian Hornet. 1.5-2 inches long. Can you identify? I can retrieve the body if needed!,Negative ID,0
Second time we have seen these. May be too wasp-like to be a murder hornet?,Negative ID,0
"We have been seeing these insects for the pasts week since our neighbor did some tree and brush removal. This one was found dead beside our wood pile after we collected it next door.  This one is about average for the size we have seen, but others are la",Negative ID,0
Black and Yellow. About 1.25 inches long.,Negative ID,0
Found this today at ocean shores . Has a big stinger coming out of back end .,Negative ID,0
They are all over the entire park,Negative ID,0
It was dead in our kiddie pool.,Negative ID,0
In my yard on the peppermint plants,Negative ID,0
"Out for a hike in North Spokane. This honestly was a much larger hornet than a regular hornet seen. I delayed reporting because at the time no one had seen a Giant Hornet on the East side of the state. I know the head doesn’t match the description, but",Negative ID,0
Really not sure what this thing is but I have never seen something like it before.,Negative ID,0
I understand there may be AGH traps that can be made to catch them--how do you make it?!  Thanks--john,Negative ID,0
"Dead, by my house. Have seen others at Ebeys landing",Negative ID,0
"Very large bee, well over two inches in length hovering around some bushes in my yard. This one is slender, so may be more like a Paper Wasp, but unsure. Tried to get some decent pictures, but they are a little pixelated. I'll keep a look out and post he",Negative ID,0
"Seen flying near the ground in our front yard, eating a small cricket. Was flying in and out of a hole in the ground. Husband killed it with WD-40. Have the specimen in a jar.",Negative ID,0
It almost landed on my head while sitting on the porch my boyfriend swatted it away and it landed on a post.  He saw how large it was and hit it with his hat and it fell to the ground.  He then instinctively stepped on it but it took at least 20 min for,Negative ID,0
I am not a 100% sure but I wanted to make sure and report it just in case,Negative ID,0
"We found this at our HOA pool. I meant to send a long time ago but forgot.  Not sure if it is an asian hornet but figured it probably would be worth to send in, just in case.  It was very large, maybe 1.5 inch or more. Gave the bugger to the maintenace m",Negative ID,0
I began seeing a new insect this year,Negative ID,0
This giant bee was dead on the side of the road in our neighborhood. It is quite large but can’t tell exact coloring.,Negative ID,0
Found it dead in my driveway,Negative ID,0
"Not a paper wasp, yellow jacket or bald faced hornet. I’m very familiar with those ( and there’s been very few this year). It looked at least two inches long, wide around unlike other bees I commonly see, and had on thin stinger or ‘line’ coming",Negative ID,0
Found on porch near my door upside down,Negative ID,0
Found barely moving in our garage,Negative ID,0
Hornet did not seem aggressive or disturbed by human presence,Negative ID,0
Caught this today at my house,Negative ID,0
MY TREE IS FULL OF THEM!!!,Negative ID,0
"I know this was before the official siting, but I came across this picture from lat June in Lake Chelan.  It was really large which is what caught my attention.  Not sure if it is one, but thought I would let you be the judge.",Negative ID,0
"The hornet flew into the neighbor's tree at 1445 Garfield Ave., Blaine, WA while we were talking over the fence.  We caught it in a net then into a jar to take photos.  No apparent stinger, head is smaller than Asian Hornet pictured, thorax is thin like",Negative ID,0
"About 2 inches long. Long stinger, darker in color",Negative ID,0
"We found this husk just outside our garage door.  The bottom of the abdomen and all of the insides are gone, almost as if it molted.",Negative ID,0
Captured in garage this morning. Very angry attempting to escape.,Negative ID,0
"Sitting by phantom lake. I think I’ve seen them earlier this week, but this was the first picture I’ve been able to get.",Negative ID,0
In my front yard,Negative ID,0
"2nd one I've killed, 1st was about a month ago.  Never saw a hornet this big in my life.  And the stinger is huge!  I saved it if you need it.",Negative ID,0
"Just submitted a form but forgot to add my contact info............i saw this on my bee sticky trap thing we purchased and it looked different then what I am used to seeing........what stuck out the most was the eyes, the orange yellow coloration and the",Negative ID,0
Trapped this one,Negative ID,0
Found along boardwalk; slowly dying.,Negative ID,0
"Landed on a foot. Did not sting. Was swatted with flyswatter and put in a jar, stunned.",Negative ID,0
Found dead doing yard work,Negative ID,0
"It was crawling across the parking lot at my apartments, another resident came along, I told him not to squish it, but he did, I got pictures of the corpse from different angles",Negative ID,0
"We are unsure this was an Asian Hornet, but it was certainly unlike anything we had seen before...or since. Here is a link to the original Facebook post. ( ",Negative ID,0
Can you identify?   We looked it up and it seems to be a mason wasp?,Negative ID,0
